"","Gene","BF","BF_filtered","post_prob","chr","pos"
"14237","L3MBTL4",0.8506,0.8506,0.0576532185258852,18,5956225
"14238","ACO1",0.7056,0.8506,0.0576532185258852,9,32405514
"14239","PTGES3L-AARSD1",0.831,0.8505,0.0576468313059036,17,42950636
"14240","RAB3GAP1",0.8947,0.8504,0.0576404439993364,2,135052312
"14241","TXNDC5",0.8795,0.8504,0.0576404439993364,6,7883152
"14242","UCP3",0.8504,0.8504,0.0576404439993364,11,74001429
"14243","NXPE1",0.8504,0.8504,0.0576404439993364,11,114521972
"14244","NBN",0.8504,0.8504,0.0576404439993364,8,89935612
"14245","ATF7IP",0.8504,0.8504,0.0576404439993364,12,14423967
"14246","SEC62",0.8295,0.8504,0.0576404439993364,3,169966848
"14247","ZBTB21",0.4938,0.8504,0.0576404439993364,21,41990987
"14248","CYP11A1",0.8499,0.8503,0.0576340566061817,15,74333216
"14249","UTP20",0.8675,0.8502,0.0576276691264379,12,101280289
"14250","CD207",0.8502,0.8502,0.0576276691264379,2,70831054
"14251","HSD17B7",0.8438,0.8502,0.0576276691264379,1,162790823
"14252","ZNF77",0.7765,0.8501,0.0576212815601032,19,2933493
"14253","TM9SF1",0.85,0.85,0.0576148939071757,14,24184426
"14254","GUCY2F",0.8308,0.85,0.0576148939071757,NA,109376122
"14255","NSMCE1",0.8676,0.8499,0.0576085061676538,16,27220387
"14256","TSPO2",0.8499,0.8499,0.0576085061676538,6,41042997
"14257","ADGRE3",0.8499,0.8499,0.0576085061676538,19,14619472
"14258","LRAT",0.8853,0.8496,0.0575893424295038,4,154744221
"14259","GBGT1",0.8546,0.8496,0.0575893424295038,9,133153620
"14260","ABCC3",0.8496,0.8496,0.0575893424295038,17,50634975
"14261","CDC7",0.8495,0.8495,0.0575829543435864,1,91501739
"14262","HDGFL1",0.913,0.8494,0.0575765661710658,6,22569583
"14263","ARHGEF9",0.8796,0.8494,0.0575765661710658,NA,63635344
"14264","TRMT112",0.8604,0.8494,0.0575765661710658,11,64316946
"14265","RPL21",0.854,0.8494,0.0575765661710658,13,27253816
"14266","CHMP5",0.8539,0.8494,0.0575765661710658,9,33262106
"14267","YWHAG",0.8494,0.8494,0.0575765661710658,7,76329600
"14268","TRAPPC12",0.8104,0.8493,0.0575701779119402,2,3377640
"14269","LCA5L",0.8492,0.8492,0.0575637895662078,21,39405910
"14270","KRT76",0.8231,0.8492,0.0575637895662078,12,52768744
"14271","PRRG4",0.8489,0.8489,0.0575446240093523,11,32830557
"14272","CYC1",0.8489,0.8489,0.0575446240093523,8,144095843
"14273","PPEF1",0.8488,0.8488,0.0575382353171751,NA,18733802
"14274","UNC45B",0.8488,0.8488,0.0575382353171751,17,35148262
"14275","IL1RL1",0.8664,0.8487,0.0575318465383824,2,102338283
"14276","EAF1",0.8487,0.8487,0.0575318465383824,3,15426640
"14277","GRK1",0.8486,0.8486,0.0575254576729723,13,113667396
"14278","ZEB2",0.8486,0.8486,0.0575254576729723,2,144389388
"14279","ASMT",0.8486,0.8486,0.0575254576729723,NA,1615201
"14280","ZNF225",0.8483,0.8486,0.0575254576729723,19,44115830
"14281","LCTL",0.902,0.8484,0.057512679682293,15,66548567
"14282","RASGRP1",0.8484,0.8484,0.057512679682293,15,38490556
"14283","GPSM2",0.907,0.8483,0.0575062905570203,1,108885572
"14284","GSR",0.8534,0.8483,0.0575062905570203,8,30679534
"14285","MAGEH1",0.8483,0.8483,0.0575062905570203,NA,55452436
"14286","KRT6C",1.0014,0.8482,0.0574999013451231,12,52469124
"14287","FANCC",0.9028,0.8482,0.0574999013451231,9,95101721
"14288","MMAB",0.8658,0.8482,0.0574999013451231,12,109557050
"14289","UBP1",0.8439,0.8482,0.0574999013451231,3,33384205
"14290","MAATS1",0.8227,0.8482,0.0574999013451231,3,119703120
"14291","HDAC7",0.822,0.8482,0.0574999013451231,12,47779203
"14292","DDAH2",0.4364,0.8482,0.0574999013451231,6,31724135
"14293","ZNF616",0.8481,0.8481,0.0574935120465999,19,52114856
"14294","JCAD",0.8656,0.848,0.0574871226614487,10,30017911
"14295","COL14A1",0.848,0.848,0.0574871226614487,8,120147847
"14296","RXFP2",0.8406,0.848,0.0574871226614487,13,31739612
"14297","USP6NL",0.8348,0.848,0.0574871226614487,10,11462459
"14298","SEMA6A",0.8478,0.8478,0.0574743436312554,5,116446629
"14299","OR4F15",0.8478,0.8478,0.0574743436312554,15,101818148
"14300","ARL6IP1",0.8268,0.8478,0.0574743436312554,16,18788150
"14301","OR6N1",0.8477,0.8477,0.0574679539862099,1,158765795
"14302","NEFH",0.8275,0.8477,0.0574679539862099,22,29480246
"14303","IL22RA2",0.8476,0.8476,0.0574615642545294,6,137145682
"14304","MAP4K4",0.664,0.8476,0.0574615642545294,2,101698111
"14305","CHL1",0.8651,0.8475,0.0574551744362122,3,319804
"14306","ZNF600",0.8475,0.8475,0.0574551744362122,19,52765627
"14307","FNIP2",0.8474,0.8474,0.0574487845312564,4,158769250
"14308","EGLN2",0.8473,0.8473,0.0574423945396604,19,40800577
"14309","CDH13",0.8473,0.8473,0.0574423945396604,16,82627133
"14310","ZFP36",0.8775,0.8471,0.0574296142965407,19,39406864
"14311","ATP1B1",0.8549,0.8471,0.0574296142965407,1,169124905
"14312","EPN2",0.7853,0.8471,0.0574296142965407,17,19283208
"14313","SLFNL1",0.847,0.847,0.0574232240450133,1,41016138
"14314","PARP12",0.8407,0.847,0.0574232240450133,7,140020018
"14315","CLIC6",0.8645,0.8469,0.0574168337068387,21,34669657
"14316","MAPKAPK3",0.8488,0.8469,0.0574168337068387,3,50617575
"14317","MXD3",0.8468,0.8468,0.057410443282015,5,177307617
"14318","SGO2",0.8468,0.8468,0.057410443282015,2,200533001
"14319","PAPLN",1.1245,0.8467,0.0574040527705405,14,73239833
"14320","KCND1",0.8908,0.8467,0.0574040527705405,NA,48962651
"14321","GRHPR",0.8374,0.8467,0.0574040527705405,9,37422766
"14322","ZNF730",0.8368,0.8467,0.0574040527705405,19,23117172
"14323","FLRT2",0.8221,0.8467,0.0574040527705405,14,85529005
"14324","FN3K",0.9005,0.8466,0.0573976621724134,17,82735673
"14325","GCAT",0.9197,0.8464,0.0573848807161943,22,37805544
"14326","AGO1",0.8553,0.8463,0.0573784898580988,1,35888430
"14327","PRB2",0.8461,0.8461,0.0573657078819272,12,11391649
"14328","HAX1",0.8461,0.8461,0.0573657078819272,1,154272738
"14329","AMY2A",1.04,0.846,0.0573593167638476,1,103617447
"14330","IL16",0.8459,0.8459,0.057352925559103,15,81182766
"14331","RGL4",0.8454,0.8458,0.0573465342676916,22,23692101
"14332","PSMD13",0.8882,0.8457,0.0573401428896119,11,237074
"14333","SLC35G6",0.8694,0.8457,0.0573401428896119,17,7481992
"14334","REL",0.8457,0.8457,0.0573401428896119,2,60891686
"14335","BSCL2",0.8456,0.8456,0.0573337514248619,11,62690389
"14336","KANK2",0.8456,0.8456,0.0573337514248619,19,11166560
"14337","APOBEC4",0.8456,0.8456,0.0573337514248619,1,183647716
"14338","TEKT3",0.8897,0.8455,0.05732735987344,17,15303981
"14339","ZNF695",0.8277,0.8455,0.05732735987344,1,246987026
"14340","NRAP",0.7168,0.8455,0.05732735987344,10,113588989
"14341","GPR119",0.8454,0.8454,0.0573209682353443,NA,130384522
"14342","TTPAL",0.8452,0.8452,0.0573081846991246,20,44480091
"14343","RBP1",0.8626,0.8451,0.0573017928009971,3,139517664
"14344","CRYZ",0.845,0.845,0.0572954008161888,1,74706342
"14345","CMTM1",0.845,0.845,0.0572954008161888,16,66566541
"14346","PKP4",0.845,0.845,0.0572954008161888,2,158533192
"14347","CPLX2",0.8829,0.8449,0.0572890087446979,5,175878959
"14348","ZCWPW2",0.8449,0.8449,0.0572890087446979,3,28413106
"14349","SPACA1",0.9387,0.8448,0.0572826165865227,6,88047931
"14350","MRPS26",0.8778,0.8447,0.0572762243416615,20,3046075
"14351","CSRP1",0.8447,0.8447,0.0572762243416615,1,201483990
"14352","BTN2A2",0.8447,0.8447,0.0572762243416615,6,26383829
"14353","DNA2",0.8445,0.8445,0.0572634395918736,10,68414916
"14354","ANKZF1",0.8444,0.8444,0.0572570470869435,2,219226861
"14355","NELL1",0.8669,0.8443,0.0572506544953202,11,20669736
"14356","LMNTD2",0.8797,0.8442,0.0572442618170021,11,555017
"14357","PDE7B",0.8752,0.8442,0.0572442618170021,6,135947473
"14358","CCDC125",0.8711,0.8442,0.0572442618170021,5,69282778
"14359","KHNYN",0.8529,0.8441,0.0572378690519872,14,24429406
"14360","ARIH2OS",0.844,0.844,0.057231476200274,3,48918317
"14361","NIPAL4",0.8433,0.844,0.057231476200274,5,157460204
"14362","PSMB3",0.8483,0.8439,0.0572250832618606,17,38753177
"14363","FADS2",0.8525,0.8438,0.0572186902367451,11,61826115
"14364","RPUSD4",0.8438,0.8438,0.0572186902367451,11,126203426
"14365","MTMR14",0.8365,0.8437,0.057212297124926,3,9649596
"14366","HMG20A",0.8453,0.8436,0.0572059039264014,15,77458407
"14367","EXOC3L1",0.8436,0.8436,0.0572059039264014,16,67184434
"14368","TARS",0.8967,0.8434,0.0571931172692286,5,33440789
"14369","ART4",0.8434,0.8434,0.0571931172692286,12,14829409
"14370","GJC3",0.8434,0.8434,0.0571931172692286,7,99923555
"14371","TMEM87A",0.3034,0.8434,0.0571931172692286,15,42211733
"14372","FCRL4",0.8431,0.8431,0.0571739366331343,1,157575527
"14373","PM20D2",0.8215,0.8431,0.0571739366331343,6,89146151
"14374","RCSD1",0.843,0.843,0.0571675429143397,1,167630408
"14375","MISP",0.8357,0.843,0.0571675429143397,19,756953
"14376","TCF15",0.4669,0.843,0.0571675429143397,20,604607
"14377","TMEM8A",0.8429,0.8429,0.0571611491088273,16,367421
"14378","CBFA2T2",0.8003,0.8429,0.0571611491088273,20,33574210
"14379","ACSS1",0.8742,0.8428,0.0571547552165953,20,25007770
"14380","ZBBX",0.8428,0.8428,0.0571547552165953,3,167240798
"14381","TNKS",0.8428,0.8428,0.0571547552165953,8,9555947
"14382","CSRNP1",0.8427,0.8427,0.0571483612376419,3,39137480
"14383","JMJD6",0.9228,0.8425,0.057135573019564,17,76716700
"14384","SARAF",0.8425,0.8425,0.057135573019564,8,30063826
"14385","NLRP7",0.7386,0.8425,0.057135573019564,19,54923750
"14386","PPM1L",0.8035,0.8423,0.0571227844545795,3,160756384
"14387","RSPH6A",0.8422,0.8422,0.0571163900419928,19,45790775
"14388","TTC22",0.8877,0.8421,0.0571099955426742,1,54781263
"14389","CCDC198",0.8421,0.8421,0.0571099955426742,14,57471371
"14390","SLC44A1",0.7986,0.8421,0.0571099955426742,9,105299289
"14391","JAG1",0.5296,0.842,0.0571036009566219,20,10636297
"14392","VWC2L",0.8262,0.8419,0.0570972062838341,2,214414192
"14393","KIAA1551",0.9136,0.8418,0.0570908115243091,12,31980974
"14394","GBA2",0.6269,0.8418,0.0570908115243091,9,35737174
"14395","MYH7B",0.8273,0.8417,0.057084416678045,20,34977660
"14396","HSD17B11",0.8416,0.8416,0.0570780217450402,4,87337283
"14397","ZNF83",0.8415,0.8415,0.0570716267252928,19,52613022
"14398","TSPAN17",0.8375,0.8415,0.0570716267252928,5,176642712
"14399","MEGF11",0.8081,0.8415,0.0570716267252928,15,65897956
"14400","KIF14",0.8639,0.8414,0.0570652316188012,1,200553395
"14401","UBLCP1",0.8409,0.8412,0.0570524411455779,5,159269928
"14402","ERVW-1",0.9091,0.8411,0.0570460457788427,7,92468790
"14403","ZNF717",0.9197,0.841,0.0570396503253562,3,75732074
"14404","ZNF7",0.841,0.841,0.0570396503253562,8,144829043
"14405","GPR137",0.8022,0.841,0.0570396503253562,11,64284391
"14406","ATOH1",0.8729,0.8408,0.057026859158122,4,93828936
"14407","CDC42SE2",0.8408,0.8408,0.057026859158122,5,131385556
"14408","EPHA5",0.8408,0.8408,0.057026859158122,4,65324128
"14409","ENDOD1",0.952,0.8407,0.0570204634443708,11,95089927
"14410","ILDR1",0.8206,0.8407,0.0570204634443708,3,121988389
"14411","MAP9",0.8406,0.8406,0.0570140676438612,4,155347826
"14412","HIRIP3",0.8406,0.8406,0.0570140676438612,16,29989608
"14413","PCNP",0.8404,0.8404,0.0570012757825596,3,101574237
"14414","PRKCB",0.7827,0.8404,0.0570012757825596,16,23836195
"14415","ITPK1",0.8734,0.8403,0.0569948797217641,14,92941575
"14416","RSBN1L",0.8874,0.8402,0.0569884835742031,7,77696172
"14417","BLM",0.8402,0.8402,0.0569884835742031,15,90747403
"14418","CHST6",0.8348,0.8401,0.0569820873398749,16,75478648
"14419","DHX35",0.8445,0.84,0.0569756910187776,20,38962371
"14420","GAB4",0.8398,0.8398,0.056962898116269,22,16962788
"14421","MATN3",0.8398,0.8398,0.056962898116269,2,19993116
"14422","ANKFN1",0.8398,0.8398,0.056962898116269,17,56153510
"14423","IP6K3",0.816,0.8398,0.056962898116269,6,33722794
"14424","CALCOCO2",0.8397,0.8397,0.0569565015348541,17,48841706
"14425","SLC16A3",0.7849,0.8397,0.0569565015348541,17,82235976
"14426","CALHM2",0.7811,0.8396,0.0569501048666631,10,103441820
"14427","ASAP1",0.8892,0.8395,0.0569437081116943,8,130057974
"14428","SLC9C1",0.8395,0.8395,0.0569437081116943,3,112141277
"14429","DDX28",0.789,0.8395,0.0569437081116943,16,68021581
"14430","AKT1",0.6793,0.8394,0.0569373112699459,14,104766799
"14431","LHFPL6",0.8393,0.8393,0.0569309143414161,13,39343958
"14432","FAM117B",0.8449,0.8391,0.0569181202240053,2,202635219
"14433","CIDEC",0.8391,0.8391,0.0569181202240053,3,9867110
"14434","ZWILCH",0.8391,0.8391,0.0569181202240053,15,66501188
"14435","ATCAY",0.8391,0.8391,0.0569181202240053,19,3885783
"14436","ZNF28",0.839,0.839,0.0569117230351207,19,52799707
"14437","MAD2L1BP",0.8351,0.839,0.0569117230351207,6,43633258
"14438","CDON",0.9108,0.8389,0.0569053257594477,11,125951805
"14439","RHOC",0.8717,0.8387,0.0568925309477294,1,112696626
"14440","C1orf167",0.599,0.8387,0.0568925309477294,1,11761859
"14441","WASL",0.8386,0.8386,0.0568861334116805,7,123689068
"14442","FTMT",0.8804,0.8385,0.0568797357888361,5,121851968
"14443","GJA1",0.845,0.8385,0.0568797357888361,6,121447073
"14444","LNX1",0.8385,0.8385,0.0568797357888361,4,53458645
"14445","DCAF12L2",0.8361,0.8385,0.0568797357888361,NA,126164537
"14446","ZNF471",0.8433,0.8384,0.0568733380791944,19,56511576
"14447","BPIFB4",0.8384,0.8384,0.0568733380791944,20,33081504
"14448","DOK2",0.8383,0.8383,0.0568669402827537,8,21909435
"14449","EPS15",0.8383,0.8383,0.0568669402827537,1,51356744
"14450","ABHD15",0.8371,0.8383,0.0568669402827537,17,29562582
"14451","ALDH4A1",0.8734,0.8382,0.0568605423995122,1,18872848
"14452","CHST15",0.8382,0.8382,0.0568605423995122,10,124010156
"14453","PLPP3",0.8648,0.8381,0.0568541444294681,1,56496592
"14454","COLGALT2",0.8551,0.8381,0.0568541444294681,1,183938804
"14455","TRABD",0.5415,0.838,0.0568477463726196,22,50193027
"14456","RGS19",0.8958,0.8378,0.0568349499985027,20,64073857
"14457","FBXO10",0.7429,0.8377,0.0568285516812307,9,37512614
"14458","COIL",0.8375,0.8375,0.0568157547862506,17,56939102
"14459","NOL8",0.8548,0.8374,0.056809356208539,9,92297861
"14460","AC093155.3",0.842,0.8373,0.0568029575440108,1,86993123
"14461","ANKRD40",0.8372,0.8372,0.056796558792664,17,50696046
"14462","GJA5",0.871,0.8371,0.056790159954497,1,147758214
"14463","B4GALT3",0.8545,0.8371,0.056790159954497,1,161171829
"14464","CENPM",0.8248,0.8371,0.056790159954497,22,41939064
"14465","CCNO",0.9097,0.8369,0.0567773620176953,5,55226672
"14466","MAIP1",0.8912,0.8369,0.0567773620176953,2,199955812
"14467","DYNC2H1",0.8661,0.8369,0.0567773620176953,11,103109584
"14468","SLITRK4",0.8369,0.8369,0.0567773620176953,NA,143628672
"14469","ZBTB14",0.8368,0.8369,0.0567773620176953,18,5290913
"14470","CFAP61",0.7774,0.8369,0.0567773620176953,20,20048508
"14471","CHRM3",0.8368,0.8368,0.056770962919057,1,239907460
"14472","WDR46",0.7984,0.8367,0.0567645637335914,6,33275794
"14473","ZFAT",0.8078,0.8365,0.0567517651021712,8,134478498
"14474","KCNJ5",0.8412,0.8364,0.056745365656213,11,128911274
"14475","SETD4",0.836,0.836,0.056719767004019,21,36036139
"14476","RAMP3",0.871,0.8359,0.0567133671238713,7,45177317
"14477","CDH3",0.8683,0.8359,0.0567133671238713,16,68645695
"14478","CA2",0.8359,0.8359,0.0567133671238713,8,85464097
"14479","CYP26A1",0.4776,0.8358,0.0567069671568804,10,93073974
"14480","PSMD10",0.841,0.8356,0.0566941669623619,NA,108084978
"14481","SLC25A10",0.8529,0.8355,0.0566877667348307,17,81714956
"14482","BCL2A1",0.8355,0.8355,0.0566877667348307,15,79961106
"14483","CLCF1",0.7802,0.8355,0.0566877667348307,11,67365140
"14484","SDF2",0.8542,0.8354,0.0566813664204493,17,28644188
"14485","ING5",0.8399,0.8354,0.0566813664204493,2,241704673
"14486","TFF2",0.796,0.8354,0.0566813664204493,21,42346546
"14487","LARS",0.8353,0.8353,0.0566749660192158,5,146114110
"14488","AUP1",0.8353,0.8353,0.0566749660192158,2,74526819
"14489","FRYL",0.5872,0.8353,0.0566749660192158,4,48499441
"14490","DHX57",0.8478,0.8352,0.0566685655311285,2,38798357
"14491","TRPV3",0.835,0.835,0.0566557642943853,17,3513933
"14492","SLC9C2",0.835,0.835,0.0566557642943853,1,173503314
"14493","EPHX2",0.835,0.835,0.0566557642943853,8,27491236
"14494","FAM151A",0.7328,0.835,0.0566557642943853,1,54607132
"14495","ACTR5",0.9017,0.8349,0.0566493635457259,20,38748506
"14496","C19orf57",0.8378,0.8349,0.0566493635457259,19,13882806
"14497","SPEF1",0.821,0.8348,0.0566429627102056,20,3778271
"14498","UBE2Q1",0.8347,0.8347,0.0566365617878227,1,154547700
"14499","HIP1R",0.8346,0.8346,0.0566301607785753,12,122848064
"14500","UBQLNL",0.7863,0.8346,0.0566301607785753,11,5515024
"14501","ENO1",0.8403,0.8344,0.0566173584994802,1,8861374
"14502","BZW1",0.7076,0.8344,0.0566173584994802,2,200812459
"14503","SH3RF3",0.5391,0.8342,0.0566045558729061,2,109129551
"14504","CPNE4",0.8413,0.8341,0.0565981544293101,3,131535311
"14505","ZKSCAN1",0.8341,0.8341,0.0565981544293101,7,100023463
"14506","AGGF1",0.8341,0.8341,0.0565981544293101,5,77030423
"14507","OR2L2",0.8341,0.8341,0.0565981544293101,1,248038248
"14508","ZNF43",0.8339,0.8339,0.0565853512814911,19,21807629
"14509","TDRD9",0.7503,0.8338,0.0565789495772646,14,103955671
"14510","NUP153",0.8336,0.8336,0.0565661459081689,6,17616174
"14511","PLOD1",0.8093,0.8336,0.0565661459081689,1,11934838
"14512","S1PR2",0.7892,0.8336,0.0565661459081689,19,10223854
"14513","SLCO2A1",0.838,0.8335,0.0565597439432961,3,133928319
"14514","BCAS1",0.8331,0.8335,0.0565597439432961,20,53944930
"14515","MIS18BP1",0.8333,0.8333,0.0565469397528918,14,45204117
"14516","THAP11",0.795,0.8333,0.0565469397528918,16,67842643
"14517","NAT16",0.8758,0.8332,0.0565405375273567,7,101172080
"14518","NEK9",0.8141,0.8332,0.0565405375273567,14,75077530
"14519","ZNF442",0.7969,0.8332,0.0565405375273567,19,12349703
"14520","KIF5C",0.833,0.833,0.0565277328156119,2,148875720
"14521","OTOP3",0.8329,0.8329,0.0565213303293987,17,74935803
"14522","CTCFL",0.6031,0.8327,0.0565085250962816,20,57496294
"14523","GIGYF2",0.8534,0.8326,0.0565021223493743,2,232747717
"14524","AACS",0.8326,0.8326,0.0565021223493743,12,125065585
"14525","RNASEL",0.8325,0.8325,0.0564957195155653,1,182575396
"14526","FHDC1",0.8325,0.8325,0.0564957195155653,4,152943113
"14527","DSG4",0.8353,0.8323,0.0564829135872357,18,31376955
"14528","CLIP4",0.8323,0.8323,0.0564829135872357,2,29121468
"14529","FAM19A2",0.8322,0.8322,0.0564765104927114,12,61710410
"14530","MTHFD1L",0.8322,0.8322,0.0564765104927114,6,150876095
"14531","TSPYL5",0.8146,0.8322,0.0564765104927114,8,97276595
"14532","EIF4A3",0.7938,0.8321,0.0564701073112785,17,80137390
"14533","ADSS",0.8194,0.8319,0.0564573006876797,1,244409595
"14534","FPR3",0.8362,0.8318,0.0564508972455102,19,51823767
"14535","ZNF195",0.0497,0.8317,0.056444493716425,11,3359191
"14536","TNS4",0.8603,0.8315,0.0564316863975004,17,40477594
"14537","MFAP1",0.836,0.8315,0.0564316863975004,15,43799496
"14538","DTNA",0.8315,0.8315,0.0564316863975004,18,34756001
"14539","MCOLN1",0.7005,0.8315,0.0564316863975004,19,7519200
"14540","UGT2A1",0.8314,0.8314,0.0564252826076574,4,69589377
"14541","PCK2",0.8314,0.8314,0.0564252826076574,14,24094068
"14542","LENG1",0.8314,0.8314,0.0564252826076574,19,54153016
"14543","NOP58",0.8287,0.8313,0.0564188787308916,2,202265952
"14544","ATP5F1A",0.7564,0.8312,0.0564124747672012,18,46084513
"14545","HARS",0.8538,0.8311,0.0564060707165845,5,140674324
"14546","HPX",0.8483,0.831,0.0563996665790397,11,6431234
"14547","TGIF1",0.8547,0.8309,0.0563932623545649,18,3447742
"14548","ST8SIA2",0.8309,0.8309,0.0563932623545649,15,92394091
"14549","UACA",0.8305,0.8308,0.0563868580431586,15,70657076
"14550","PLAA",0.8307,0.8307,0.0563804536448188,9,26905512
"14551","C1orf43",0.8996,0.8306,0.0563740491595438,1,154205639
"14552","ANKRA2",0.8774,0.8306,0.0563740491595438,5,73552834
"14553","IFT74",0.8306,0.8306,0.0563740491595438,9,26961949
"14554","KLHDC9",0.7971,0.8306,0.0563740491595438,1,161098743
"14555","MAPT",0.6181,0.8306,0.0563740491595438,17,45962365
"14556","KDM5B",0.9089,0.8305,0.0563676445873318,1,202729043
"14557","WLS",0.8304,0.8304,0.0563612399281811,1,68098649
"14558","CTSS",0.8204,0.8304,0.0563612399281811,1,150732904
"14559","MATN2",0.8475,0.8303,0.0563548351820899,8,97888100
"14560","PDGFB",0.8518,0.8302,0.0563484303490564,22,39225697
"14561","CHEK1",0.8239,0.8302,0.0563484303490564,11,125625780
"14562","PIP4K2A",0.8301,0.8301,0.0563420254290789,10,22539996
"14563","ZER1",0.8269,0.8301,0.0563420254290789,9,128733443
"14564","NKAIN2",0.8502,0.83,0.0563356204221555,6,123804225
"14565","TMPO",0.83,0.83,0.0563356204221555,12,98515784
"14566","GABRR1",0.83,0.83,0.0563356204221555,6,89178840
"14567","PTH2R",0.8299,0.8299,0.0563292153282846,2,208407069
"14568","TBC1D2B",0.8546,0.8298,0.0563228101474643,15,77990003
"14569","FAM221B",0.8297,0.8297,0.0563164048796929,9,35818471
"14570","EPB41L2",0.8297,0.8297,0.0563164048796929,6,130858147
"14571","CHRDL1",0.8202,0.8297,0.0563164048796929,NA,110676263
"14572","TROAP",0.8292,0.8296,0.0563099995249686,12,49323350
"14573","PIWIL4",0.8466,0.8294,0.0562971885546542,11,94567529
"14574","OVCH1",0.8294,0.8294,0.0562971885546542,12,29423234
"14575","TMEM170B",0.8432,0.8291,0.0562779714469915,6,11565668
"14576","N4BP2L1",0.8262,0.8291,0.0562779714469915,13,32402962
"14577","DUSP23",0.8462,0.829,0.0562715655705126,1,159781096
"14578","PRKAB1",0.829,0.829,0.0562715655705126,12,119667935
"14579","CHRNA3",0.8199,0.8289,0.0562651596070684,15,78596644
"14580","IFIH1",0.8027,0.8289,0.0562651596070684,2,162267278
"14581","DYNLRB1",0.831,0.8288,0.0562587535566572,20,34526293
"14582","CHRM4",0.8303,0.8288,0.0562587535566572,11,46385128
"14583","OR5H1",0.8831,0.8287,0.0562523474192771,3,98132698
"14584","UNC119B",0.8583,0.8287,0.0562523474192771,12,120710524
"14585","ZNF451",0.8504,0.8286,0.0562459411949264,6,57090269
"14586","CDH26",0.71,0.8286,0.0562459411949264,20,59958769
"14587","NANOS2",0.8285,0.8285,0.0562395348836033,19,45914331
"14588","BAZ1A",0.8401,0.8284,0.0562331284853061,14,34753527
"14589","CCDC154",0.8284,0.8284,0.0562331284853061,16,1434430
"14590","IQCA1",0.8149,0.8284,0.0562331284853061,2,236324702
"14591","HAVCR1",0.8282,0.8282,0.0562203154277821,5,157029602
"14592","SLC22A12",0.7533,0.8281,0.0562139087685518,11,64591552
"14593","CAMSAP1",0.4809,0.8281,0.0562139087685518,9,135811096
"14594","OSMR",0.8321,0.828,0.0562075020223402,5,38869076
"14595","IMP4",0.8072,0.8279,0.0562010951891457,2,130343093
"14596","PABPC5",0.8278,0.8278,0.0561946882689664,NA,91435587
"14597","NANOS3",0.8128,0.8278,0.0561946882689664,19,13877303
"14598","AKR7A3",0.8276,0.8276,0.0561818741676463,1,19282735
"14599","IRF5",0.8345,0.8274,0.0561690597183659,7,128942097
"14600","HHIP",0.8274,0.8274,0.0561690597183659,4,144646675
"14601","HOXA9",0.8645,0.8272,0.0561562449211109,7,27163611
"14602","CLEC17A",0.8284,0.8272,0.0561562449211109,19,14583177
"14603","LHX4",0.8555,0.8269,0.0561370220727452,1,180230566
"14604","RAB13",0.8269,0.8269,0.0561370220727452,1,153982139
"14605","OSBPL5",0.8269,0.8269,0.0561370220727452,11,3088173
"14606","C16orf71",0.8269,0.8269,0.0561370220727452,16,4729973
"14607","EPRS",0.7703,0.8269,0.0561370220727452,1,219968817
"14608","ING4",0.8298,0.8268,0.0561306142826206,12,6651361
"14609","ENOPH1",0.8218,0.8268,0.0561306142826206,4,82428015
"14610","ALG14",0.7914,0.8267,0.0561242064054918,1,94983092
"14611","RHOT1",0.8386,0.8266,0.056117798441357,17,32142700
"14612","RPS23",0.8266,0.8266,0.056117798441357,5,82275271
"14613","DIAPH3",0.8266,0.8266,0.056117798441357,13,59666595
"14614","DUS3L",0.8426,0.8265,0.0561113903902143,19,5784061
"14615","CASP4",0.8265,0.8265,0.0561113903902143,11,104942869
"14616","OAS1",0.8265,0.8265,0.0561113903902143,12,112907061
"14617","CAV2",0.8263,0.8263,0.0560985740268985,7,116499905
"14618","KLHL42",0.7882,0.8263,0.0560985740268985,12,27780518
"14619","NRXN1",0.7366,0.8263,0.0560985740268985,2,49921996
"14620","LEFTY1",0.8537,0.8261,0.0560857573155302,1,225886740
"14621","RABGGTB",0.85,0.8261,0.0560857573155302,1,75787498
"14622","ABCC10",0.853,0.8259,0.0560729402560951,6,43428025
"14623","SERPINB8",0.8259,0.8259,0.0560729402560951,18,63978390
"14624","GSC2",0.8721,0.8257,0.0560601228485792,22,19144498
"14625","ADAMTS16",0.8257,0.8257,0.0560601228485792,5,5140508
"14626","FAM149A",0.8257,0.8257,0.0560601228485792,4,186105116
"14627","TMEM206",0.8256,0.8256,0.0560537140142866,1,212365261
"14628","ZDHHC22",0.8255,0.8255,0.0560473050929683,14,77133714
"14629","CTNNA3",0.8006,0.8253,0.0560344869892482,10,65920338
"14630","PIP5K1B",0.7744,0.8252,0.0560280778068427,9,68822643
"14631","LMOD3",0.825,0.825,0.0560152591809321,3,69109099
"14632","FANCF",0.7946,0.825,0.0560152591809321,11,22624724
"14633","HIST1H3E",0.8249,0.8249,0.0560088497374234,6,26225155
"14634","TTC3",0.8206,0.8249,0.0560088497374234,21,37087288
"14635","SLC9A3R2",0.8419,0.8248,0.0560024402068768,16,2027089
"14636","COLEC12",0.8211,0.8248,0.0560024402068768,18,321682
"14637","KTI12",0.8441,0.8247,0.0559960305892905,1,52027267
"14638","SERPINA10",0.8246,0.8246,0.0559896208846627,14,94283978
