,LoF_pvalue,LoF.Missense_pvalue,fisher_combine_pvalue,LoF_ACAT_pvalue,Missense_ACAT_pvalue
WDR81,0.3125,0.3125,0.675984628,0.602416382,0.993975904
NT5M,0.5,0.5,0.84657359,0.647583618,0.95
SERPINF2,1,1,1,NA,0.978723404
MED9,1,0.96875,0.998004864,1,0.9
RASD1,0.5,0.6875,0.84657359,0.647583618,0.956521739
PEMT,1,1,1,NA,0.965517241
SERPINF1,1,1,1,NA,0.978723404
RAI1,1,1,1,NA,0.994047619
SREBF1,1,1,1,NA,0.987341772
SMYD4,0.156163404,0.156163404,0.446135789,0.833333333,0.984848485
TOM1L2,1,1,1,0.5,0.976744186
ATPAF2,0.5,0.5,0.84657359,0.5,0.954545455
GID4,1,0.96484375,0.998004864,1,0.888888889
DRG2,1,1,1,NA,0.965517241
MYO15A,0.778965831,0.778965831,0.973542223,0.916666667,NA
ALKBH5,1,0.415905952,0.780778631,NA,0.933333333
LLGL1,0.75,0.75,0.965761554,0.5,0.991869919
FLII,1,1,1,1,0.991935484
MIEF2,1,1,1,NA,0.983333333
TOP3A,0.5,0.314529419,0.491469604,0.75,0.988764045
SMCR8,1,1,1,1,0.990196078
SHMT1,0.75,0.75,0.965761554,0.5,0.967741935
EVPLL,1,1,1,0.5,0.958333333
RPA1,1,1,1,NA,0.972222222
LGALS9C,1,1,1,1,NA
TBC1D28,1,1,1,1,0.666666667
ZNF286B,1,1,1,NA,1
FBXW10,0.5,0.5,0.84657359,0.5,NA
PRPSAP2,1,1,1,NA,0.909090909
SLC5A10,0.272306112,0.272306112,0.626529645,0.875,0.983050847
FAM83G,0.8125,0.8125,0.981206984,0.5,0.985714286
GRAP,1,1,1,NA,0.888888889
EPN2,0.9375,0.9375,0.998004864,0.5,0.971428571
B9D1,0.0625,0.0625,0.235786795,0.0625,0.958333333
RTN4RL1,1,1,1,NA,0.978723404
MAPK7,0.5,0.5,0.84657359,0.5,0.983333333
MFAP4,1,1,1,NA,0.952380952
RNF112,1,1,1,NA,0.975609756
SLC47A1,1,1,1,NA,0.980769231
ALDH3A2,0.1875,0.1875,0.501370581,0.1875,0.972222222
SLC47A2,0.612792969,0.612792969,0.912894926,0.666666667,0.983050847
ALDH3A1,0.25220188,0.25220188,0.599616376,0.857142857,0.981481481
ULK2,0.5,0.5,0.84657359,0.5,0.986842105
AKAP10,1,1,1,1,0.964285714
SPECC1,0.75,0.75,0.965761554,0.5,0.989795918
DPH1,0.5,0.5,0.84657359,0.644001513,0.979591837
OVCA2,0.5,0.5,0.84657359,0.5,0.962962963
CDRT15L2,1,1,1,NA,0.75
SMG6,1,1,1,NA,0.992957746
CCDC144NL,1,1,1,NA,0.463123443
USP22,1,1,1,NA,0.933333333
DHRS7B,0.5,0.5,0.84657359,0.547372735,0.972972973
TMEM11,1,0.6875,0.945101746,NA,0.888888889
MAP2K3,1,1,1,NA,0.916666667
RPH3AL,0.9375,0.9375,0.998004864,0.8,0.973684211
KCNJ12,1,1,1,NA,NA
SRR,0.5,0.5,0.84657359,0.647583618,0.944444444
TSR1,0.592735291,0.592735291,0.902740216,0.851110039,0.984126984
SGSM2,0.36328125,0.36328125,0.731131834,0.5,0.991869919
MNT,1,1,1,NA,0.976190476
METTL16,1,0.623046875,0.731131834,1,0.961538462
PAFAH1B1,1,0.75,0.965761554,NA,0.8
CLUH,0.5,0.5,0.84657359,0.5,0.992063492
WSB1,1,1,1,NA,0.96875
KSR1,1,1,1,NA,0.984375
LGALS9,0.1875,0.1875,0.501370581,0.1875,0.909090909
NOS2,0.890625,0.890625,0.993787711,0.938091039,0.987179487
LYRM9,0.6875,0.6875,0.945101746,0.6875,0.833333333
RAP1GAP2,1,1,1,1,0.972972973
NLK,1,0.5,0.84657359,NA,0.916666667
TMEM97,1,1,1,NA,0.875
IFT20,1,1,1,NA,0.909090909
TNFAIP1,0.75,0.75,0.965761554,0.75,0.952380952
POLDIP2,0.5,0.5,0.84657359,0.5,0.944444444
TMEM199,1,1,1,NA,0.95
VTN,0.65625,0.65625,0.932671336,0.704486749,0.982142857
SARM1,0.5,0.411901474,0.59657359,0.5,0.981818182
SLC46A1,1,1,1,NA,0.972972973
SLC13A2,0.868412018,0.868412018,0.990935403,0.8,0.983050847
FOXN1,1,0.5,0.84657359,NA,0.986842105
UNC119,0.74609375,0.74609375,0.964627606,0.74609375,0.958333333
PIGS,0.6875,0.6875,0.945101746,0.666666667,0.981132075
ALDOC,0.75,0.75,0.965761554,0.75,0.96969697
SPAG5,0.125,0.125,0.384930193,0.352416382,0.988095238
SGK494,0.569974967,0.569974967,0.890393711,0.75,0.973684211
KIAA0100,0.5,0.5,0.84657359,0.5,0.992125984
SDF2,1,1,1,NA,0.928571429
SUPT6H,1,1,1,NA,0.982758621
PROCA1,0.74609375,0.74609375,0.964627606,0.666666667,0.964285714
RAB34,0.5,0.5,0.84657359,0.617376814,0.9
RPL23A,1,1,1,NA,0.647295375
TLCD1,0.415905952,0.415905952,0.780778631,0.666666667,0.947368421
NEK8,0.598190308,0.598190308,0.905568205,0.666666667,0.984126984
TRAF4,1,0.5,0.84657359,NA,0.965517241
FAM222B,1,1,1,NA,0.975
ERAL1,0.5,0.5,0.84657359,0.724902925,0.961538462
FLOT2,0.9375,0.9375,0.998004864,0.968824938,0.966666667
DHRS13,1,1,1,NA,0.96969697
PHF12,1,0.2265625,0.562947645,NA,0.9875
SEZ6,0.5,0.5,0.84657359,0.647583618,0.984615385
PIPOX,0.25390625,0.25390625,0.601958443,0.8,0.975609756
MYO18A,0.5,0.924205184,0.837923741,0.5,0.994219653
CRYBA1,0.5,0.5,0.84657359,0.5,0.944444444
NUFIP2,1,1,1,NA,0.973684211
TAOK1,1,0.376953125,0.744721575,NA,0.958333333
ABHD15,0.709472656,0.771489607,0.87038541,0.666666667,0.975609756
TP53I13,0.5,0.5,0.84657359,0.5,0.976190476
GIT1,1,0.96875,0.999506551,NA,0.970588235
ANKRD13B,1,0.806152344,0.9798641,NA,0.964285714
CORO6,1,1,1,NA,0.980392157
SSH2,1,0.795210302,0.977431684,NA,0.987341772
EFCAB5,0.017578125,0.017578125,0.088613087,0.833333333,0.989247312
NSRP1,1,1,1,NA,0.961538462
SLC6A4,1,1,1,NA,0.970588235
BLMH,0.598190308,0.598190308,0.905568205,0.598190308,0.947368421
TMIGD1,0.03515625,0.03515625,0.152857718,0.245688432,0.962962963
CPD,1,0.25,0.59657359,NA,0.985074627
GOSR1,0.75,0.75,0.965761554,0.5,0.941176471
OR1D5,1,0.5,0.84657359,NA,0.5
CRLF3,0.34375,0.34375,0.710820217,0.5,0.954545455
ATAD5,1,1,1,NA,0.98989899
TEFM,0.25,0.25,0.59657359,0.25,0.962962963
OR1D2,0.6875,0.6875,0.945101746,0.6875,0.933333333
ADAP2,0.134093626,0.134093626,0.403516821,0.75,0.962962963
RNF135,0.738266468,0.738266468,0.962293761,0.5,0.970588235
NF1,0.875,0.696380615,0.870381772,0.666666667,0.9875
OR1G1,1,1,1,NA,0.95
OMG,1,1,1,NA,0.956521739
EVI2B,1,1,1,NA,0.971428571
EVI2A,1,1,1,NA,0.933333333
RAB11FIP4,1,1,1,NA,0.972972973
COPRS,0.875,0.875,0.991839969,0.875,0.9
UTP6,0.6875,0.6875,0.945101746,0.6875,0.979591837
SUZ12,0.623046875,0.623046875,0.917831237,0.623046875,0.916666667
OR1A2,0.91015625,0.91015625,0.995837441,0.91015625,0.944444444
LRRC37B,0.214795254,0.214795254,0.545165393,0.214795254,0.96969697
RHOT1,1,1,1,NA,0.952380952
OR1A1,0.6875,0.6875,0.945101746,0.6875,0.966666667
RHBDL3,0.03125,0.03125,0.139554247,0.03125,0.972222222
C17orf75,0.75,0.75,0.965761554,0.75,0.952380952
ZNF207,1,1,1,1,0.954545455
PSMD11,1,1,1,NA,0.9375
CDK5R1,1,0.9375,0.998004864,NA,0.9
MYO1D,1,1,1,1,0.98630137
OR3A2,1,0.975479126,0.999696875,NA,0.888888889
OR3A1,1,1,1,NA,0.95
TMEM98,1,1,1,NA,0.947368421
SPACA3,1,1,1,1,0.965517241
ASIC2,0.125,0.0625,0.235786795,0.5,0.958333333
OR1E1,1,1,1,NA,0.75
OR3A3,0.1875,0.179641724,0.266964442,0.397367093,0.888888889
CCL2,1,1,1,NA,0.607315727
CCL7,1,1,1,NA,0.875
CCL11,1,1,1,NA,0.916666667
CCL8,1,1,1,NA,0.916666667
OR1E2,1,1,1,NA,0.75
CCL13,1,1,1,NA,0.638756689
CCL1,1,1,1,NA,0.857142857
SPATA22,0.6875,0.6875,0.945101746,0.6875,0.964285714
TMEM132E,0.9375,0.9375,0.998004864,0.5,0.988095238
ASPA,1,1,1,1,0.967741935
CCT6B,0.5,0.5,0.84657359,0.833333333,0.972972973
ZNF830,1,1,1,NA,0.96
LIG3,0.6875,0.6875,0.945101746,0.779781821,0.987804878
RFFL,1,1,1,NA,0.958333333
RAD51D,0.1875,0.1875,0.501370581,0.397367093,0.967741935
FNDC8,0.5,0.5,0.84657359,0.5,0.964285714
NLE1,0.5,0.5,0.84657359,0.5,0.974358974
TRPV3,0.430025033,0.430025033,0.792928257,0.888888889,0.985714286
UNC45B,0.63671875,0.63671875,0.92415094,0.75,0.990909091
SLFN5,0.5,0.5,0.84657359,0.5,0.98630137
SLFN11,0.875,0.759658813,0.911190715,0.5,0.980392157
SLFN12,1,1,1,NA,0.976190476
SLFN13,1,1,1,NA,0.97826087
SLFN12L,1,1,1,NA,0.974358974
SLFN14,0.6875,0.6875,0.945101746,0.5,NA
PEX12,0.584094048,0.584094048,0.898157485,0.857142857,0.952380952
AP2B1,0.5,0.5,0.84657359,0.5,0.637050822
TRPV1,0.88671875,0.88671875,0.993326664,0.857142857,0.989473684
RASL10B,1,0.401809692,0.76817041,NA,0.923076923
GAS2L2,0.608076849,0.608076849,0.910567115,0.802289204,0.99
TAF15,1,0.759658813,0.968478292,NA,0.979591837
CCL5,0.7734375,0.7734375,0.972141648,0.802289204,0.923076923
CCL14,0.5,0.5,0.84657359,0.5,0.933333333
CCL15,1,1,1,NA,0.814282326
CCL18,1,1,1,NA,0.798284751
CCL4,1,1,1,NA,0.5
SHPK,0.013301849,0.013301849,0.070763873,0.875,0.986111111
TBC1D3F,1,1,1,NA,NA
CTNS,0.890625,0.890625,0.993787711,0.5,0.980769231
MYO19,0.107663575,0.107663575,0.347618117,0.599359654,0.990654206
PIGW,0.928268433,0.928268433,0.99736347,0.914564632,0.966666667
GGNBP2,0.875,0.5,0.551211884,0.875,0.966666667
DHRS11,0.6875,0.6875,0.945101746,0.666666667,0.952380952
TAX1BP3,1,1,1,NA,0.8
EMC6,1,1,1,NA,1
P2RX5,0.6875,0.6875,0.945101746,0.5,0.981132075
LHX1,1,1,1,NA,0.933333333
AATF,0.5,0.5,0.84657359,0.857142857,0.975609756
ACACA,1,0.625335498,0.918909864,NA,0.983606557
ITGAE,0.584094048,0.584094048,0.898157485,0.833333333,0.990291262
TADA2A,0.6875,0.6875,0.945101746,0.666666667,0.965517241
DUSP14,1,1,1,NA,0.928571429
SYNRG,1,1,1,NA,0.988505747
DDX52,0.5,0.5,0.84657359,0.857142857,0.980392157
HNF1B,1,0.947605259,0.998602775,NA,0.961538462
MRPL45,1,0.88671875,0.984302062,1,0.941176471
GPR179,0.714205906,0.714205906,0.954596168,0.833333333,0.995412844
SOCS7,1,1,1,NA,0.956521739
ARHGAP23,0.5,0.5,0.84657359,0.5,NA
SRCIN1,1,0.34375,0.710820217,NA,0.982142857
CAMKK1,1,1,1,NA,0.97826087
MLLT6,1,1,1,NA,0.983050847
CISD3,0.5,0.5,0.84657359,0.5,NA
CWC25,0.125,0.01953125,0.072357229,0.352416382,0.96875
RPL23,1,0.5,0.84657359,NA,0.833333333
LASP1,1,0.25,0.59657359,NA,0.888888889
FBXO47,0.25,0.25,0.59657359,0.25,0.972972973
P2RX1,1,1,1,1,0.975
PLXDC1,1,1,1,1,0.972222222
ARL5C,1,1,1,NA,NA
CACNB1,0.875,0.6875,0.799171876,0.875,0.975609756
RPL19,1,1,1,NA,0.666666667
STAC2,0.36328125,0.36328125,0.731131834,0.647583618,0.973684211
FBXL20,1,0.5,0.84657359,NA,0.9
ATP2A3,1,0.125,0.384930193,NA,0.988095238
MED1,1,1,1,NA,0.987654321
CDK12,1,0.2265625,0.562947645,NA,0.984615385
PPP1R1B,1,1,1,NA,0.923076923
STARD3,0.75,0.75,0.965761554,0.5,0.975609756
TCAP,0.5,0.5,0.84657359,0.5,0.956521739
PNMT,1,1,1,0.5,0.96
PGAP3,1,1,1,NA,0.971428571
ERBB2,1,0.96484375,0.999374647,NA,0.988235294
MIEN1,1,1,1,NA,0.9
GRB7,0.6875,0.6875,0.945101746,0.75,0.985915493
IKZF3,1,1,1,NA,0.961538462
ZPBP2,0.5,0.5,0.84657359,0.5,0.965517241
GSDMB,1,1,1,NA,0.977272727
ORMDL3,0.5,0.5,0.84657359,0.5,0.888888889
GSDMA,0.910217285,0.910217285,0.995843185,0.8,0.978723404
PSMD3,1,1,1,NA,0.96969697
CSF3,1,1,1,NA,0.944444444
MED24,0.7734375,0.7734375,0.972141648,0.75,0.984615385
ZZEF1,0.5,0.5,0.84657359,0.5,0.995633188
THRA,0.623046875,0.401809692,0.544206439,0.672335456,0.933333333
NR1D1,1,0.325793914,0.691168616,NA,0.97826087
MSL1,1,1,1,NA,0.909090909
CASC3,1,0.918622171,0.996595162,NA,0.977777778
RAPGEFL1,1,1,1,NA,0.964285714
WIPF2,1,1,1,NA,0.970588235
CDC6,0.193847656,0.193847656,0.511890153,0.220218179,0.958333333
RARA,1,0.002038658,0.014669087,NA,0.954545455
GJD3,1,0.132465448,0.400235534,NA,0.941176471
TOP2A,0.5,0.5,0.682745373,0.5,0.986666667
IGFBP4,1,1,1,NA,0.944444444
TNS4,0.65625,0.65625,0.932671336,0.666666667,0.984126984
CCR7,1,1,1,NA,0.952380952
SMARCE1,1,1,1,NA,0.875
KRT222,0.133422852,0.133422852,0.40216741,0.666666667,0.954545455
KRT24,0.415905952,0.415905952,0.780778631,0.666666667,0.973684211
KRT25,0.6875,0.6875,0.945101746,0.666666667,0.975609756
KRT26,0.643884559,0.643884559,0.927345609,0.952703939,0.982758621
KRT27,1,1,1,0.5,0.972222222
KRT28,0.875,0.875,0.991839969,0.875,0.971428571
KRT10,1,1,1,NA,0.965517241
KRT12,0.96484375,0.940765381,0.964672284,0.666666667,0.970588235
KRT20,0.85546875,0.85546875,0.989012311,0.666666667,0.974358974
KRT23,0.5,0.5,0.84657359,0.5,0.977777778
KRT39,0.251722336,0.251722336,0.598955335,0.633279112,0.983333333
KRT40,0.5,0.5,0.84657359,0.5,0.97826087
KRTAP3-3,1,1,1,NA,0.984754053
KRTAP3-2,1,1,1,NA,0.588098526
KRTAP3-1,1,1,1,NA,0.888888889
KRTAP1-5,1,1,1,NA,0.9375
KRTAP1-4,1,1,1,NA,0.857142857
C17orf97,0.91015625,0.91015625,0.995837441,0.91015625,0.962962963
KRTAP1-1,1,1,1,NA,0.875
KRTAP2-4,1,1,1,NA,0.5
KRTAP4-8,1,1,1,NA,0.5
KRTAP4-11,1,1,1,NA,1
KRTAP4-12,1,1,1,NA,1
KRTAP4-6,1,1,1,NA,0.5
KRTAP4-5,1,1,1,NA,NA
KRTAP4-4,1,1,1,NA,0.8
KRTAP4-2,1,1,1,NA,0.5
KRTAP4-1,1,1,1,NA,0.923076923
KRTAP9-9,1,1,1,NA,0.6875
KRTAP9-7,1,1,1,NA,0.778587084
KRTAP17-1,1,1,1,NA,0.888888889
KRT33A,0.25,0.25,0.59657359,0.25,0.958333333
KRT33B,0.6875,0.6875,0.945101746,0.779781821,0.958333333
KRT34,0.75,0.75,0.965761554,0.5,0.976190476
KRT31,1,1,1,NA,0.954545455
KRT37,0.8125,0.8125,0.981206984,0.8125,0.977777778
KRT38,0.179641724,0.179641724,0.488048989,0.5,0.976744186
CYB5D2,0.5,0.5,0.84657359,0.650499514,0.970588235
KRT32,1,1,1,0.5,0.981818182
KRT35,0.9375,0.9375,0.998004864,0.5,0.983050847
KRT36,0.088500682,0.088500682,0.303092271,0.377994405,0.976190476
KRT13,0.9375,0.9375,0.998004864,0.5,0.985915493
KRT15,1,1,1,1,0.977777778
KRT19,1,1,1,NA,0.979591837
KRT9,1,1,1,NA,0.981132075
KRT14,1,1,1,NA,0.909090909
KRT16,0.109375,0.109375,0.351418915,0.109375,0.96
KRT17,0.75,0.75,0.965761554,0.5,0.95
ANKFY1,1,1,1,1,0.987341772
EIF1,1,1,1,NA,0.5
GAST,1,1,1,NA,0.909090909
HAP1,0.5,0.5,0.84657359,0.5,0.985507246
JUP,1,1,1,NA,0.988235294
FKBP10,0.9375,0.9375,0.998004864,0.9375,0.983870968
NT5C3B,0.395263672,0.395263672,0.762148287,0.8,0.967741935
KLHL10,1,1,1,NA,0.967741935
KLHL11,1,1,1,NA,0.95
ACLY,0.3125,0.08984375,0.224831674,0.5,0.981818182
CNP,1,0.96875,0.999506551,NA,0.96
DNAJC7,1,1,1,NA,0.962962963
NKIRAS2,1,1,1,NA,0.923076923
ZNF385C,0.75,0.75,0.965761554,0.75,NA
DHX58,0.552158393,0.552158393,0.880096488,0.888888889,0.985714286
KAT2A,1,0.261733532,0.612568577,NA,0.966666667
RAB5C,1,1,1,NA,0.947368421
KCNH4,1,0.596402654,0.904646952,NA,0.984375
HCRT,1,1,1,NA,0.771065494
GHDC,0.984558105,0.984558105,0.999880155,0.981517043,0.977777778
STAT5B,1,0.5,0.84657359,NA,0.928571429
STAT5A,1,0.604736328,0.908896167,NA,0.9375
STAT3,1,0.91015625,0.995837441,NA,0.933333333
ATP6V0A1,1,0.57472299,0.893043152,NA,0.977777778
NAGLU,0.171875,0.171875,0.47454478,0.332787492,0.972972973
HSD17B1,0.25,0.25,0.59657359,0.25,0.973684211
COASY,0.179641724,0.179641724,0.488048989,0.666666667,0.983050847
MLX,0.5,0.5,0.84657359,0.5,0.916666667
PSMC3IP,1,1,1,NA,0.944444444
TUBG1,1,1,1,NA,0.5
TUBG2,1,0.5,0.84657359,NA,0.70749808
PLEKHH3,1,0.109375,0.139554247,1,0.98245614
CCR10,1,0.01953125,0.025567099,1,0.909090909
CNTNAP1,1,1,1,0.5,0.989583333
EZH1,1,0.5,0.84657359,NA,0.95
RAMP2,1,1,1,1,0.857142857
VPS25,1,1,1,NA,0.75
WNK4,0.797563553,0.797563553,0.97796745,0.8,0.989130435
COA3,0.725585938,0.725585938,0.958336319,0.75,0.909090909
CNTD1,1,1,1,NA,0.95
BECN1,0.75,0.75,0.965761554,0.75,0.9375
UBE2G1,1,1,1,NA,0.8125
PSME3,1,0.125,0.384930193,NA,0.75
AOC2,0.658255386,0.658255386,0.933512971,0.888888889,0.988095238
AOC3,0.866577148,0.940765381,0.990674583,0.75,0.971428571
G6PC,0.5,0.5,0.84657359,0.5,0.962962963
PTGES3L-AARSD1,0.820358276,0.820358276,0.982800792,0.820358276,0.971428571
AARSD1,1,1,1,NA,0.5
PTGES3L,1,1,1,NA,0.888888889
RUNDC1,0.5,0.5,0.84657359,0.5,0.976744186
RPL27,1,1,1,NA,0.799296248
IFI35,1,1,1,1,0.967741935
VAT1,1,1,1,NA,0.958333333
RND2,0.25,0.25,0.59657359,0.25,0.958333333
BRCA1,0.5,0.5,0.84657359,0.65068053,0.993150685
NBR1,0.75,0.75,0.965761554,0.5,0.980769231
TMEM106A,0.96875,0.96875,0.999506551,0.666666667,0.954545455
ARL4D,1,0.85546875,0.989012311,NA,0.923076923
DHX8,1,0.5,0.84657359,NA,0.97826087
ETV4,0.5,0.5,0.84657359,0.607061567,0.979591837
MEOX1,1,1,1,1,0.965517241
SOST,1,1,1,NA,0.909090909
DUSP3,1,1,1,NA,0.9
MPP3,1,1,1,1,0.981481481
CD300LG,1,1,1,NA,0.972222222
MPP2,1,1,1,1,0.975609756
PPY,1,1,1,NA,0.9
PYY,1,1,1,NA,0.857142857
NAGS,0.75,0.274414063,0.506252039,0.75,0.964285714
TMEM101,0.3125,0.3125,0.675984628,0.3125,0.9375
LSM12,1,1,1,NA,NA
G6PC3,0.75,0.75,0.965761554,0.5,0.954545455
HDAC5,1,1,1,NA,0.982758621
C17orf53,0.5,0.5,0.84657359,0.5,0.983333333
ASB16,0.34375,0.34375,0.710820217,0.5,0.982142857
TMUB2,1,1,1,0.5,0.966666667
ATXN7L3,1,1,1,NA,0.928571429
UBTF,1,0.5,0.84657359,NA,0.9375
SLC4A1,1,1,1,NA,0.988505747
RUNDC3A,1,0.668188095,0.93759189,NA,0.944444444
SLC25A39,0.5,0.5,0.84657359,0.666666667,0.977272727
SPNS3,0.08984375,0.08984375,0.306338728,0.8,0.984848485
GRN,0.5,0.5,0.84657359,0.5,0.981481481
FAM171A2,1,1,1,NA,NA
ITGA2B,0.5,0.5,0.653967903,0.5,0.988372093
GPATCH8,1,0.967285156,0.998476609,1,0.990291262
CCDC43,1,1,1,NA,0.941176471
DBF4B,0.401809692,0.401809692,0.76817041,0.539057356,0.982142857
ADAM11,1,1,1,NA,0.98
GJC1,1,1,1,NA,0.9375
HIGD1B,0.3125,0.3125,0.675984628,0.666666667,0.916666667
EFTUD2,1,0.2265625,0.562947645,NA,0.966666667
FAM187A,1,1,1,NA,0.952380952
GFAP,0.75,0.75,0.965761554,0.75,0.980769231
KIF18B,0.5,0.5,0.84657359,0.5,0.987341772
C1QL1,0.75,0.75,0.965761554,0.75,NA
SPNS2,1,0.9375,0.998004864,NA,0.981818182
DCAKD,0.9375,0.9375,0.998004864,0.75,0.970588235
NMT1,1,0.612792969,0.912894926,NA,0.944444444
PLCD3,1,1,1,1,0.984375
ACBD4,1,1,1,NA,0.967741935
HEXIM1,1,0.75,0.965761554,NA,0.95
HEXIM2,1,1,1,NA,0.95
FMNL1,1,1,1,NA,0.98630137
SPATA32,1,1,1,NA,0.967741935
MYBBP1A,0.851896816,0.851896816,0.988447244,0.888888889,NA
ARHGAP27,1,1,1,1,0.973684211
PLEKHM1,1,0.125,0.384930193,NA,0.888888889
GGT6,0.5,0.5,0.84657359,0.5,0.977272727
CRHR1,0.5,0.5,0.84657359,0.5,0.96969697
SPPL2C,0.5,0.5,0.84657359,0.647583618,0.987951807
SMTNL2,0.3125,0.3125,0.675984628,0.602416382,0.978723404
MAPT,1,0.788024902,0.952987313,1,0.982142857
KANSL1,1,1,1,NA,0.99009901
ALOX15,0.5,0.5,0.84657359,0.888888889,0.978723404
NSF,0.5,0.25,0.59657359,0.5,0.941176471
PELP1,0.5,0.5,0.84657359,0.5,0.988505747
WNT3,1,0.25,0.59657359,NA,0.875
WNT9B,1,1,1,1,0.96875
GOSR2,0.240341187,0.240341187,0.582994596,0.75,0.952380952
RPRML,1,0.65625,0.932671336,NA,0.666666667
CDC27,1,1,1,NA,0.947368421
ARRB2,1,0.989963074,0.998453769,0.5,0.95
MYL4,1,1,1,NA,0.947368421
ITGB3,1,1,1,NA,0.98245614
MED11,1,1,1,1,0.857142857
EFCAB13,0.5,0.5,0.84657359,0.833333333,0.986842105
CXCL16,1,1,1,NA,0.964285714
ZMYND15,0.25,0.25,0.59657359,0.25,0.979166667
NPEPPS,0.875,0.875,0.991839969,0.5,0.952380952
KPNB1,1,0.25,0.59657359,NA,0.75
TBKBP1,1,1,1,NA,0.961538462
TM4SF5,0.910217285,0.910217285,0.995843185,0.5,0.944444444
TBX21,1,0.395263672,0.762148287,NA,0.973684211
OSBPL7,1,1,1,NA,0.984615385
MRPL10,1,1,1,NA,0.95
LRRC46,0.819202696,0.819202696,0.982571156,0.819202696,0.928571429
SCRN2,0.6875,0.6875,0.945101746,0.666666667,0.979591837
SP6,1,0.5,0.84657359,NA,0.928571429
VMO1,1,1,1,NA,0.909090909
GLTPD2,1,0.932421775,0.997663344,NA,0.95
SP2,1,1,1,NA,0.973684211
PNPO,0.5,0.5,0.84657359,0.5,0.947368421
PRR15L,1,1,1,NA,0.9
PSMB6,1,1,1,NA,0.941176471
CDK5RAP3,1,1,1,NA,0.972972973
COPZ2,0.5,0.5,0.84657359,0.647583618,0.941176471
NFE2L1,0.75,0.75,0.965761554,0.5,0.979591837
CBX1,1,0.5,0.84657359,NA,0.5
PLD2,0.782503597,0.782503597,0.974417894,0.888888889,0.990196078
SNX11,0.6875,0.6875,0.945101746,0.779781821,0.9375
SKAP1,1,1,1,1,0.962962963
HOXB1,1,1,1,1,0.96
HOXB2,0.5,0.5,0.84657359,0.5,0.96969697
HOXB3,1,1,1,NA,0.96875
HOXB4,1,0.133422852,0.40216741,NA,0.916666667
HOXB5,1,0.5,0.84657359,NA,0.928571429
HOXB6,1,0.36328125,0.731131834,NA,0.941176471
HOXB7,1,1,1,NA,0.9375
HOXB8,1,0.65625,0.932671336,NA,0.875
HOXB9,1,1,1,NA,0.95
PRAC1,1,1,1,NA,0.833333333
HOXB13,0.890625,0.890625,0.993787711,0.5,0.954545455
TTLL6,0.241394278,0.241394278,0.584493681,0.582587737,0.985714286
MINK1,1,0.5,0.84657359,NA,0.987341772
CALCOCO2,1,1,1,NA,0.961538462
UBE2Z,1,0.25,0.59657359,NA,0.437167042
SNF8,0.75,0.75,0.965761554,0.5,0.941176471
GIP,0.6875,0.6875,0.945101746,0.6875,0.909090909
CHRNE,0.1875,0.1875,0.501370581,0.666666667,0.980769231
IGF2BP1,1,0.5,0.84657359,NA,0.952380952
B4GALNT2,0.953857422,0.953857422,0.998918669,0.75,0.977777778
GNGT2,1,1,1,NA,0.857142857
ABI3,1,1,1,NA,0.966666667
ZNF652,1,1,1,NA,0.964285714
GP1BA,1,1,1,NA,0.981132075
SLC25A11,1,0.6875,0.945101746,NA,0.909090909
PHB,1,1,1,NA,0.857142857
RNF167,0.676197052,0.676197052,0.940773179,0.5,0.974358974
PFN1,1,1,1,NA,0.5
NGFR,0.5,0.5,0.84657359,0.5,0.961538462
ENO3,0.23656483,0.23656483,0.577580836,0.875,0.972222222
NXPH3,1,1,1,NA,0.956521739
SPAG7,1,1,1,NA,0.888888889
SPOP,1,1,1,NA,0.8
CAMTA2,1,0.8125,0.981206984,NA,0.985074627
SLC35B1,1,1,1,NA,0.9375
FAM117A,1,1,1,NA,0.961538462
KAT7,1,0.25,0.59657359,NA,0.923076923
TAC4,1,1,1,0.5,0.647583618
INCA1,1,1,1,NA,0.933333333
DLX4,1,1,1,NA,0.947368421
DLX3,1,1,1,1,0.961538462
KIF1C,0.5,0.5,0.84657359,0.5,0.989795918
ITGA3,0.25,0.25,0.59657359,0.25,0.984375
PDK2,0.3125,0.3125,0.675984628,0.5,0.954545455
SAMD14,0.34375,0.387207031,0.561495602,0.34375,0.96875
PPP1R9B,1,0.74609375,0.964627606,NA,0.958333333
SGCA,1,1,1,1,0.975609756
COL1A1,0.75,0.75,0.965761554,0.5,0.988764045
TMEM92,1,1,1,NA,0.888888889
SLC52A1,0.9453125,0.9453125,0.998476609,0.9453125,0.973684211
XYLT2,0.5,0.5,0.84657359,0.5,0.985294118
MRPL27,1,1,1,NA,0.952380952
EME1,0.3125,0.3125,0.675984628,0.5,0.977272727
LRRC59,1,1,1,NA,0.952380952
ACSF2,0.038406372,0.038406372,0.163593167,0.064752796,0.976744186
CHAD,1,1,1,NA,0.966666667
RSAD1,0.598190308,0.598190308,0.905568205,0.666666667,0.976744186
MYCBPAP,0.65625,0.65625,0.932671336,0.8,0.990384615
EPN3,0.15283871,0.15283871,0.439926678,0.178977901,0.985074627
SPATA20,0.956420723,0.956420723,0.999036321,0.917141795,0.989473684
CACNA1G,0.5,0.646009623,0.713572211,0.5,0.993150685
ABCC3,0.922499048,0.922499048,0.996916064,0.9,0.993377483
ANKRD40,1,1,1,NA,0.958333333
